epoch,accuracy,loss,val_accuracy,val_loss
0,0.4946250021457672,0.7485902905464172,0.4964999854564667,0.7422072887420654
1,0.4933750033378601,0.742579996585846,0.4964999854564667,0.7410800457000732
2,0.4964999854564667,0.7411592602729797,0.4964999854564667,0.740088701248169
3,0.4973750114440918,0.7401368021965027,0.4964999854564667,0.7393240928649902
4,0.49437499046325684,0.7393182516098022,0.4964999854564667,0.7382702827453613
5,0.4976249933242798,0.7383291125297546,0.4964999854564667,0.7373920679092407
6,0.49687498807907104,0.7374470233917236,0.4964999854564667,0.7365319132804871
7,0.49687498807907104,0.7365878820419312,0.4964999854564667,0.735693097114563
8,0.49687498807907104,0.7357417345046997,0.4964999854564667,0.7348677515983582
9,0.4971249997615814,0.7349158525466919,0.4964999854564667,0.734066367149353
10,0.49812498688697815,0.7340943217277527,0.4964999854564667,0.7333347201347351
11,0.49562498927116394,0.733401358127594,0.4964999854564667,0.7324925661087036
12,0.4973750114440918,0.7325287461280823,0.4964999854564667,0.7317865490913391
13,0.4988749921321869,0.7317175269126892,0.4959999918937683,0.7312308549880981
14,0.49937498569488525,0.7311052680015564,0.4959999918937683,0.7305251955986023
15,0.4976249933242798,0.7303978800773621,0.4959999918937683,0.7296338677406311
16,0.49775001406669617,0.7295857071876526,0.49549999833106995,0.7290399670600891
17,0.49687498807907104,0.7288809418678284,0.49549999833106995,0.7284689545631409
18,0.49775001406669617,0.7282446026802063,0.4945000112056732,0.7277644276618958
19,0.49812498688697815,0.7274810075759888,0.4959999918937683,0.727205753326416
20,0.4964999854564667,0.7268136739730835,0.4950000047683716,0.7267293334007263
21,0.49775001406669617,0.7260957956314087,0.4964999854564667,0.7261064648628235
22,0.49662500619888306,0.7254343032836914,0.4950000047683716,0.7258128523826599
23,0.4961250126361847,0.724796712398529,0.4945000112056732,0.7255591154098511
24,0.49312499165534973,0.7242934107780457,0.49149999022483826,0.7247214913368225
25,0.49549999833106995,0.723677933216095,0.49149999022483826,0.7237482666969299
26,0.4950000047683716,0.7232375741004944,0.49149999022483826,0.7230362296104431
27,0.49149999022483826,0.722504198551178,0.4925000071525574,0.7218515872955322
28,0.4975000023841858,0.7219176888465881,0.4945000112056732,0.7217962145805359
29,0.49300000071525574,0.7214587330818176,0.49149999022483826,0.7216972708702087
30,0.49775001406669617,0.7205860018730164,0.4945000112056732,0.7200389504432678
31,0.4972499907016754,0.720111608505249,0.4950000047683716,0.7205017805099487
32,0.4958750009536743,0.7198760509490967,0.49799999594688416,0.718536913394928
33,0.49787500500679016,0.719441294670105,0.49399998784065247,0.7198530435562134
34,0.4983749985694885,0.71876460313797,0.5005000233650208,0.7179826498031616
35,0.5096250176429749,0.7176737189292908,0.5214999914169312,0.718396008014679
36,0.5148749947547913,0.7171647548675537,0.5254999995231628,0.7142309546470642
37,0.5223749876022339,0.714931070804596,0.5174999833106995,0.713893711566925
38,0.5138750076293945,0.7161778807640076,0.5224999785423279,0.7137753367424011
39,0.5257499814033508,0.7128279209136963,0.5335000157356262,0.7114003896713257
40,0.528124988079071,0.7123185396194458,0.5195000171661377,0.7126079201698303
41,0.5296249985694885,0.7125385403633118,0.5429999828338623,0.7061507105827332
42,0.5361250042915344,0.7094202637672424,0.5325000286102295,0.7057285308837891
43,0.5398749709129333,0.7075786590576172,0.5320000052452087,0.7082698941230774
44,0.5377500057220459,0.7083460092544556,0.5565000176429749,0.7044636011123657
45,0.5407500267028809,0.7053971886634827,0.5450000166893005,0.7031310200691223
46,0.5444999933242798,0.7021730542182922,0.5354999899864197,0.7091009616851807
47,0.5529999732971191,0.7007561922073364,0.5375000238418579,0.7099418044090271
48,0.5536249876022339,0.7002019882202148,0.5289999842643738,0.7093625068664551
49,0.5597500205039978,0.6965413689613342,0.5494999885559082,0.6969802975654602
50,0.5534999966621399,0.6954590082168579,0.5414999723434448,0.6999040842056274
51,0.5646250247955322,0.6948643922805786,0.5274999737739563,0.7090439796447754
52,0.5667499899864197,0.6941034197807312,0.5544999837875366,0.690921425819397
53,0.5618749856948853,0.6911478638648987,0.5440000295639038,0.7030962109565735
