epoch,accuracy,loss,val_accuracy,val_loss
0,0.4872500002384186,0.750052809715271,0.4959999918937683,0.7419763207435608
1,0.4959999918937683,0.7423396706581116,0.4934999942779541,0.7412992715835571
2,0.4933750033378601,0.7410842776298523,0.4964999854564667,0.7400579452514648
3,0.49562498927116394,0.7400559186935425,0.4964999854564667,0.7391687035560608
4,0.4987500011920929,0.7391142845153809,0.4945000112056732,0.7384644150733948
5,0.4961250126361847,0.7383391857147217,0.4959999918937683,0.73735511302948
6,0.4963749945163727,0.7373506426811218,0.4970000088214874,0.7365043759346008
7,0.49674999713897705,0.7365028262138367,0.4970000088214874,0.7356658577919006
8,0.49549999833106995,0.7356662154197693,0.4975000023841858,0.7348878383636475
9,0.4971249997615814,0.7348267436027527,0.4964999854564667,0.7340872883796692
10,0.4945000112056732,0.7340516448020935,0.4970000088214874,0.733278214931488
11,0.49674999713897705,0.7332184314727783,0.4964999854564667,0.7325397729873657
12,0.4961250126361847,0.7324666976928711,0.4964999854564667,0.7317883968353271
13,0.49775001406669617,0.7317088842391968,0.4970000088214874,0.7310491800308228
14,0.49799999594688416,0.7309325337409973,0.4970000088214874,0.7303528785705566
15,0.49787500500679016,0.7302222847938538,0.4970000088214874,0.7296362519264221
16,0.4987500011920929,0.7294777035713196,0.4975000023841858,0.7289614677429199
17,0.4959999918937683,0.728786826133728,0.4959999918937683,0.7282705903053284
18,0.49399998784065247,0.7281184792518616,0.4970000088214874,0.7275789380073547
19,0.49549999833106995,0.7274611592292786,0.4964999854564667,0.7270089983940125
20,0.4972499907016754,0.7267881631851196,0.4970000088214874,0.7262519598007202
21,0.49662500619888306,0.7261092662811279,0.4959999918937683,0.7257252335548401
22,0.4959999918937683,0.7255302667617798,0.4959999918937683,0.7251111268997192
23,0.4951249957084656,0.7248983979225159,0.4970000088214874,0.7244791388511658
24,0.49537500739097595,0.7242823243141174,0.4959999918937683,0.7239314913749695
25,0.4959999918937683,0.7237564921379089,0.4950000047683716,0.7234030365943909
26,0.49524998664855957,0.723118007183075,0.4964999854564667,0.7228454947471619
27,0.49412500858306885,0.7225006222724915,0.49399998784065247,0.7222631573677063
28,0.49524998664855957,0.7220082879066467,0.4959999918937683,0.7217848896980286
29,0.49537500739097595,0.721383273601532,0.4964999854564667,0.7212840914726257
30,0.49437499046325684,0.7208652496337891,0.4959999918937683,0.7207810282707214
31,0.4970000088214874,0.7203423380851746,0.49549999833106995,0.7199066877365112
32,0.4971249997615814,0.7198662757873535,0.49549999833106995,0.719473659992218
33,0.49387499690055847,0.7196237444877625,0.4934999942779541,0.7188942432403564
34,0.4957500100135803,0.7189671397209167,0.4934999942779541,0.7186662554740906
35,0.49812498688697815,0.7184063792228699,0.4964999854564667,0.7180881500244141
36,0.49674999713897705,0.7179020643234253,0.49399998784065247,0.7177132964134216
37,0.49387499690055847,0.7174097299575806,0.49300000071525574,0.717210054397583
38,0.49674999713897705,0.7169848680496216,0.4934999942779541,0.7167094945907593
39,0.49424999952316284,0.7165250182151794,0.49549999833106995,0.716577410697937
40,0.49537500739097595,0.7160760164260864,0.49300000071525574,0.7162909507751465
41,0.49437499046325684,0.715724766254425,0.48899999260902405,0.7162197232246399
42,0.4933750033378601,0.7156049609184265,0.49149999022483826,0.7153497338294983
43,0.4957500100135803,0.7147608995437622,0.4925000071525574,0.7150700092315674
44,0.4971249997615814,0.7143240571022034,0.4925000071525574,0.7144394516944885
45,0.4972499907016754,0.7139160633087158,0.492000013589859,0.7145803570747375
46,0.49537500739097595,0.7136544585227966,0.49050000309944153,0.7137017250061035
47,0.49825000762939453,0.7131524085998535,0.49149999022483826,0.7138082385063171
48,0.49687498807907104,0.7127478122711182,0.492000013589859,0.7131524085998535
49,0.49912500381469727,0.7124236226081848,0.4884999990463257,0.7129493951797485
50,0.4976249933242798,0.7119795680046082,0.49149999022483826,0.7127193808555603
51,0.4976249933242798,0.7116502523422241,0.4925000071525574,0.7124357223510742
52,0.4987500011920929,0.7112370133399963,0.492000013589859,0.712228000164032
53,0.49799999594688416,0.7109807729721069,0.48750001192092896,0.7117195725440979
54,0.49812498688697815,0.7108084559440613,0.4894999861717224,0.7119535803794861
55,0.4972499907016754,0.7103933095932007,0.49000000953674316,0.7110809683799744
56,0.4997499883174896,0.7103161215782166,0.4884999990463257,0.7105825543403625
57,0.500249981880188,0.7098300457000732,0.4894999861717224,0.7116134762763977
58,0.49674999713897705,0.7096353769302368,0.4869999885559082,0.7102918028831482
59,0.49812498688697815,0.7093884944915771,0.484499990940094,0.7103322744369507
60,0.49687498807907104,0.7091647982597351,0.48649999499320984,0.7097921371459961
61,0.4971249997615814,0.7089676260948181,0.4860000014305115,0.7095618844032288
62,0.4962500035762787,0.7084445953369141,0.4860000014305115,0.7093686461448669
63,0.49924999475479126,0.7082884907722473,0.4880000054836273,0.7099584937095642
64,0.500249981880188,0.7079479694366455,0.48899999260902405,0.7090815901756287
65,0.49912500381469727,0.7076136469841003,0.4925000071525574,0.7086492776870728
66,0.4972499907016754,0.7074782252311707,0.4869999885559082,0.7091972231864929
67,0.5,0.7071220278739929,0.4860000014305115,0.7085523009300232
68,0.5013750195503235,0.7069420218467712,0.48500001430511475,0.7086066007614136
69,0.5005000233650208,0.7066867351531982,0.4880000054836273,0.7084236741065979
70,0.49912500381469727,0.706357479095459,0.48750001192092896,0.7080804705619812
71,0.5042499899864197,0.7060587406158447,0.484499990940094,0.7080875635147095
72,0.5028749704360962,0.705844521522522,0.4819999933242798,0.7082645297050476
73,0.5,0.7057119607925415,0.4880000054836273,0.7073602676391602
74,0.5049999952316284,0.705536425113678,0.48350000381469727,0.708168625831604
75,0.5022500157356262,0.7052232623100281,0.48399999737739563,0.7075095176696777
76,0.5011249780654907,0.7051992416381836,0.48399999737739563,0.7070748209953308
77,0.500124990940094,0.7048807740211487,0.48350000381469727,0.7070788145065308
78,0.5005000233650208,0.7045573592185974,0.4880000054836273,0.7077804803848267
79,0.5072500109672546,0.7043419480323792,0.4869999885559082,0.7077043056488037
80,0.5057500004768372,0.7041757702827454,0.48649999499320984,0.7076194882392883
81,0.5036249756813049,0.7042059898376465,0.4860000014305115,0.707158088684082
82,0.5065000057220459,0.7036992311477661,0.48500001430511475,0.7084598541259766
83,0.5087500214576721,0.7037149667739868,0.48399999737739563,0.7068483233451843
84,0.5057500004768372,0.7034238576889038,0.48399999737739563,0.7081437706947327
85,0.5061249732971191,0.7033100724220276,0.48249998688697815,0.7074096202850342
86,0.5052499771118164,0.7032516002655029,0.48350000381469727,0.7081915140151978
87,0.5056250095367432,0.7029179334640503,0.47749999165534973,0.7084323763847351
88,0.5063750147819519,0.7026968598365784,0.48399999737739563,0.707828164100647
89,0.5120000243186951,0.7026351690292358,0.48100000619888306,0.7076612114906311
