epoch,accuracy,loss,val_accuracy,val_loss
0,0.4908750057220459,0.7472164034843445,0.4964999854564667,0.7420760989189148
1,0.4932500123977661,0.7422993779182434,0.49549999833106995,0.7411467432975769
2,0.4972499907016754,0.7410485744476318,0.4950000047683716,0.7402191758155823
3,0.4962500035762787,0.7401511669158936,0.4959999918937683,0.7393803596496582
4,0.4988749921321869,0.739181637763977,0.4964999854564667,0.73847496509552
5,0.4987500011920929,0.7382771968841553,0.4950000047683716,0.7376347184181213
6,0.4983749985694885,0.7373939752578735,0.4950000047683716,0.7367742657661438
7,0.49812498688697815,0.7365264892578125,0.4959999918937683,0.7359125018119812
8,0.4972499907016754,0.7358083724975586,0.4945000112056732,0.7351285815238953
9,0.4963749945163727,0.7349902987480164,0.4964999854564667,0.7342455387115479
10,0.4972499907016754,0.7340282201766968,0.4934999942779541,0.7335097789764404
11,0.4961250126361847,0.733253538608551,0.4964999854564667,0.7326810956001282
12,0.4976249933242798,0.7324649691581726,0.4959999918937683,0.731976330280304
13,0.49812498688697815,0.7317103147506714,0.4970000088214874,0.7311895489692688
14,0.49787500500679016,0.7309491038322449,0.4964999854564667,0.7304674386978149
15,0.49687498807907104,0.730207085609436,0.49399998784065247,0.7299429178237915
16,0.4945000112056732,0.7297315001487732,0.4945000112056732,0.7295486927032471
17,0.49775001406669617,0.7290226221084595,0.4964999854564667,0.7284188270568848
18,0.4963749945163727,0.7281521558761597,0.4959999918937683,0.7276790738105774
19,0.49775001406669617,0.7274232506752014,0.4959999918937683,0.7271872162818909
20,0.49674999713897705,0.7267252206802368,0.4970000088214874,0.7267181277275085
21,0.4988749921321869,0.7260667085647583,0.49799999594688416,0.7260879278182983
22,0.49825000762939453,0.7254419326782227,0.4934999942779541,0.7255406379699707
23,0.4972499907016754,0.7248092293739319,0.4909999966621399,0.7252705097198486
24,0.4988749921321869,0.7241835594177246,0.49149999022483826,0.7246870994567871
25,0.49812498688697815,0.7235556244850159,0.49300000071525574,0.7244402170181274
26,0.4988749921321869,0.723022997379303,0.4945000112056732,0.7239716053009033
27,0.4997499883174896,0.722422182559967,0.49399998784065247,0.7233734130859375
28,0.5017499923706055,0.7217916250228882,0.49300000071525574,0.723098874092102
29,0.5008749961853027,0.7213025689125061,0.4925000071525574,0.722392737865448
30,0.49912500381469727,0.7207137942314148,0.49149999022483826,0.7223265767097473
31,0.5007500052452087,0.7201993465423584,0.492000013589859,0.7216160297393799
32,0.500124990940094,0.7196102738380432,0.4950000047683716,0.7215697169303894
33,0.5008749961853027,0.7191164493560791,0.49300000071525574,0.7207387685775757
34,0.5008749961853027,0.7186681628227234,0.4945000112056732,0.7201288938522339
35,0.5027499794960022,0.7181742787361145,0.4909999966621399,0.7199292182922363
36,0.5,0.7177485823631287,0.49399998784065247,0.7184622883796692
37,0.49962499737739563,0.7173712849617004,0.49050000309944153,0.7177734375
38,0.49924999475479126,0.7168525457382202,0.49000000953674316,0.7178144454956055
39,0.5015000104904175,0.7162500023841858,0.49050000309944153,0.7180176377296448
40,0.49787500500679016,0.7158476710319519,0.49050000309944153,0.7183939814567566
41,0.5017499923706055,0.7155228853225708,0.4925000071525574,0.7167506814002991
42,0.5041249990463257,0.7149914503097534,0.49300000071525574,0.71629399061203
43,0.503250002861023,0.7147179841995239,0.49000000953674316,0.7159681916236877
44,0.4988749921321869,0.7142167687416077,0.4925000071525574,0.715374231338501
45,0.49937498569488525,0.7138384580612183,0.49000000953674316,0.7154029011726379
46,0.500374972820282,0.7133238911628723,0.4894999861717224,0.7153318524360657
47,0.5007500052452087,0.712831974029541,0.48899999260902405,0.7149614095687866
48,0.5012500286102295,0.7124607563018799,0.4894999861717224,0.7148736715316772
49,0.49912500381469727,0.7123534083366394,0.4894999861717224,0.714026689529419
50,0.4987500011920929,0.7118269801139832,0.4909999966621399,0.7132696509361267
51,0.503250002861023,0.7115200161933899,0.4894999861717224,0.713253915309906
52,0.4988749921321869,0.7116215229034424,0.48649999499320984,0.7131828665733337
53,0.500374972820282,0.7109142541885376,0.4894999861717224,0.7125667333602905
54,0.5011249780654907,0.7105120420455933,0.4855000078678131,0.7127531170845032
55,0.500124990940094,0.7102998495101929,0.4869999885559082,0.7124791145324707
56,0.5042499899864197,0.7100644111633301,0.48500001430511475,0.7121894955635071
57,0.503125011920929,0.7094606757164001,0.49000000953674316,0.7119377851486206
58,0.5026249885559082,0.709099292755127,0.4860000014305115,0.711625337600708
59,0.503125011920929,0.7089173793792725,0.49000000953674316,0.711430549621582
60,0.5023750066757202,0.7086477875709534,0.4894999861717224,0.7110966444015503
61,0.4997499883174896,0.7085548043251038,0.4860000014305115,0.7108234167098999
62,0.5023750066757202,0.7080520987510681,0.48750001192092896,0.7103554010391235
63,0.500124990940094,0.7078116536140442,0.48750001192092896,0.710027277469635
64,0.5005000233650208,0.7076349258422852,0.48899999260902405,0.7107809782028198
65,0.4997499883174896,0.7074334025382996,0.4894999861717224,0.7104026079177856
66,0.5013750195503235,0.7071275115013123,0.4909999966621399,0.709896445274353
67,0.5070000290870667,0.7071624398231506,0.4830000102519989,0.7102919816970825
68,0.5026249885559082,0.7065366506576538,0.48500001430511475,0.7096662521362305
